name,posts,followers,following,base_url,update_time,total_imgs
wendyslookbook,2666,1038210,481,https://www.instagram.com/wendyslookbook/,Thu Nov 17 00:59:50 2016,0
wendyslookbook,2666,1038218,481,https://www.instagram.com/wendyslookbook/,Thu Nov 17 01:12:27 2016,0
wendyslookbook,2666,1038221,481,https://www.instagram.com/wendyslookbook/,Thu Nov 17 01:13:12 2016,0
wendyslookbook,2666,1038222,481,https://www.instagram.com/wendyslookbook/,Thu Nov 17 01:15:09 2016,0
wendyslookbook,2666,1038229,481,https://www.instagram.com/wendyslookbook/,Thu Nov 17 01:47:27 2016,0
wendyslookbook,2666,1038231,481,https://www.instagram.com/wendyslookbook/,Thu Nov 17 01:51:37 2016,0
